Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Nick Gordon",,93,287,266,64,42,14,3,5,32,29,13,0,73,4,3,1,5,4,4,0.240602,0.0452962,0.254355,0.178082,0.283217,0.37218,0.284639,0.655397,0.131579,5.47546,0.308901,,-1.22757,27.2898,-6.62146,77.6041,-1.22757,-7.9,-8.803261160850525,-6.845473289489746,-0.590093,999,,,,,,,244.5,2.629032258,244.5,2.629032258,,,,,,,,,,,,,,,,,,,"Nick Gordon","16337",624503
"Jesus Hernandez","MIA",88,348,315,62,40,16,3,3,31,31,27,1,103,4,1,1,2,9,3,0.196825,0.0775862,0.295977,0.262136,0.268012,0.295238,0.25162,0.56325,0.0984127,6.01505,0.280952,,0.109331,23.7607,-17.3582,56.6116,0.109331,-0.9,-17.786291390657425,0.37865960597991943,-0.596797,999,,,,,,,225.6,2.563636363,225.6,2.563636363,,,,,,,,,,,,,,,,,,,"Jesus Hernandez","sa3015736",698929
"Stephen Paolini",,83,311,280,54,38,10,1,5,31,27,25,0,121,4,2,0,4,11,3,0.192857,0.0803858,0.389068,0.206612,0.266881,0.289286,0.250799,0.556167,0.0964286,5.81556,0.314103,,0.529136,21.0272,-15.7198,56.9196,0.529136,2.6,-15.350262463092804,-0.8281307220458984,-0.596939,999,,,,,,,203.6,2.453012048,203.6,2.453012048,,,,,,,,,,,,,,,,,,,"Stephen Paolini","sa3010720",688500
"Yamal Encarnacion","HOU",69,268,241,51,39,8,1,3,30,20,21,0,64,1,1,4,4,13,3,0.211618,0.0783582,0.238806,0.328125,0.276515,0.290456,0.255187,0.566972,0.0788382,6.16362,0.274286,,0.968746,19.0748,-12.5915,60.9081,0.968746,-4.7,-11.379178285598755,-3.7152849435806274,-0.600313,999,,,,,,,184,2.666666666,184,2.666666666,,,,,,,,,,,,,,,,,,,"Yamal Encarnacion","sa3015781",699043
"Anthony Donofrio","SEA",85,324,294,53,33,17,0,3,30,26,26,0,125,3,1,0,4,5,0,0.180272,0.0802469,0.385802,0.208,0.253086,0.268707,0.236604,0.521794,0.0884354,4.40501,0.299401,,0.590696,18.1722,-20.1109,54.0631,0.590696,3.5,-16.951316952705383,-0.07142853736877441,-0.600338,999,,,,,,,176.8,2.08,176.8,2.08,,,,,,,,,,,,,,,,,,,"Anthony Donofrio","sa3025266",823703
"Garrett Pennington","DET",102,406,379,83,49,23,1,10,50,49,17,0,99,8,2,0,7,3,3,0.218997,0.0418719,0.243842,0.171717,0.26601,0.364116,0.274689,0.630126,0.145119,4.07204,0.268382,,-1.11708,35.3254,-12.6466,73.5163,-1.11708,1.4,-13.790009379386902,-6.058847546577454,-0.600637,999,,,,,,,324.5,3.181372549,324.5,3.181372549,,,,,,,,,,,,,,,,,,,"Garrett Pennington","sa3025600",693243
"Andy Perez","COL",133,554,523,125,90,24,4,7,57,53,17,0,112,3,3,8,12,12,5,0.239006,0.0306859,0.202166,0.151786,0.265568,0.340344,0.263707,0.605912,0.101338,5.51083,0.289926,,-0.373771,43.263,-22.1964,52.5802,-0.373771,1.1,-31.509810477495193,7.206701874732971,-0.601285,999,,,,,,,404,3.037593984,404,3.037593984,,,,,,,,,,,,,,,,,,,"Andy Perez","sa3015857",700321
"Slade Caldwell","ARI",120,542,468,92,61,27,2,2,67,48,59,1,177,11,3,1,4,12,7,0.196581,0.108856,0.326568,0.333333,0.299445,0.275641,0.264674,0.575086,0.0790598,5.42706,0.308219,,-1.32484,42.7512,-21.2902,65.9111,-1.32484,-2.7,-23.222944498062134,-0.7085244655609131,-0.604097,999,,,,,,,368.9,3.074166666,368.9,3.074166666,,,,,,,,,,,,,,,,,,,"Slade Caldwell","sa3066460",815154
"Angel Mateo","TBR",121,487,448,98,67,22,1,8,48,52,26,0,123,9,4,0,8,9,5,0.21875,0.0533881,0.252567,0.211382,0.273101,0.325893,0.264941,0.598993,0.107143,4.32085,0.280374,,-0.920957,38.5186,-19.0242,66.1695,-0.920957,3,-20.339183628559113,-2.368165969848633,-0.607771,999,,,,,,,353.6,2.922314049,353.6,2.922314049,,,,,,,,,,,,,,,,,,,"Angel Mateo","sa3018540",800377
"Quincy Scott","TEX",88,310,278,56,44,9,0,3,25,25,23,0,101,5,2,2,5,7,2,0.201439,0.0741935,0.325806,0.227723,0.272727,0.266187,0.245848,0.538914,0.0647482,3.88154,0.301136,,0.105645,19.7134,-16.9155,55.3045,0.105645,3,-16.224820494651794,-0.41710758209228516,-0.610691,999,,,,,,,181.6,2.063636363,181.6,2.063636363,,,,,,,,,,,,,,,,,,,"Quincy Scott","sa3022656",701701
"Ali Camarillo","ATH",103,443,406,88,70,16,1,1,32,33,26,1,96,4,4,3,15,9,3,0.216749,0.0586907,0.216704,0.270833,0.268182,0.268473,0.240541,0.536655,0.0517241,4.11848,0.277955,,-0.0821177,26.2623,-26.0815,47.4238,-0.0821177,1.4,-27.533566139638424,6.283156752586365,-0.613699,999,,,,,,,247,2.398058252,247,2.398058252,,,,,,,,,,,,,,,,,,,"Ali Camarillo","sa3028297",701548
"John Cristino","NYY",56,188,175,31,20,6,1,4,25,21,6,1,85,5,2,0,3,2,0,0.177143,0.0319149,0.452128,0.0705882,0.223404,0.291429,0.224399,0.514833,0.114286,6.4961,0.306818,,0.20195,8.68128,-13.5324,40.2518,0.20195,-2.9,-13.037056267261505,0.5538506507873535,-0.614951,999,,,,,,,96.1,1.716071428,96.1,1.716071428,,,,,,,,,,,,,,,,,,,"John Cristino","sa3067467",701816
"Tyler Hardman","NYY",110,427,392,76,44,14,2,16,47,52,30,0,167,2,3,0,10,7,2,0.193878,0.0702576,0.391101,0.179641,0.252927,0.362245,0.267703,0.615172,0.168367,5.29007,0.283019,,0.0792381,34.7306,-15.7227,70.0828,0.0792381,2.1,-14.97718983143568,-5.744650363922119,-0.61598,999,,,,,,,339.7,3.088181818,339.7,3.088181818,,,,,,,,,,,,,,,,,,,"Tyler Hardman","sa3016955",676205
"Victor Bericoto","SFG",120,493,458,110,78,19,2,11,50,55,29,0,126,2,4,0,15,1,2,0.240175,0.0588235,0.255578,0.230159,0.286004,0.362445,0.283351,0.648449,0.122271,2.87731,0.304615,,-1.33862,46.3622,-11.8896,82.0832,-1.33862,-5.2,-11.807540774345398,-10.634303092956543,-0.618434,999,,,,,,,417.2,3.476666666,417.2,3.476666666,,,,,,,,,,,,,,,,,,,"Victor Bericoto","26468",682674
"Quinn McDaniel","MIN",110,455,408,82,58,14,3,7,49,41,38,1,155,5,2,2,3,11,4,0.20098,0.0835165,0.340659,0.245161,0.275938,0.301471,0.258669,0.577409,0.10049,5.8781,0.302419,,-0.0982367,33.6705,-20.0913,65.1748,-0.0982367,-4,-18.878389962017536,-2.328189253807068,-0.621362,999,,,,,,,313.4,2.849090909,313.4,2.849090909,,,,,,,,,,,,,,,,,,,"Quinn McDaniel","sa3022701",814194
"Brandon Drury","KCR",91,368,330,73,45,18,2,8,38,40,29,0,88,6,3,0,9,1,1,0.221212,0.0788044,0.23913,0.329545,0.293478,0.360606,0.288309,0.654084,0.139394,3.46318,0.274262,,-0.737651,36.0884,-7.39359,80.1325,-0.737651,0,-9.354780614376068,-9.465020179748535,-0.629208,999,,,,,,,321.7,3.535164835,321.7,3.535164835,,,,,,,,,,,,,,,,,,,"Brandon Drury","11615",592273
"Garret Guillemette","HOU",88,348,317,62,41,12,0,9,36,36,23,0,100,6,2,0,6,1,2,0.195584,0.066092,0.287356,0.23,0.261494,0.318612,0.257978,0.580106,0.123028,2.36863,0.252381,,-1.08115,25.5572,-15.5617,62.8303,-1.08115,-8.2,-16.326619029045105,-1.80670166015625,-0.629423,999,,,,,,,232.9,2.646590909,232.9,2.646590909,,,,,,,,,,,,,,,,,,,"Garret Guillemette","sa3022677",695048
"Sebastián Rivero","LAA",83,285,262,52,35,12,1,4,23,27,13,0,67,4,2,4,6,1,1,0.198473,0.045614,0.235088,0.19403,0.245552,0.29771,0.240284,0.543262,0.0992366,3.07773,0.248705,,-0.552804,16.8362,-16.8388,48.8882,-0.552804,-3.5,-17.72156661748886,1.7358908653259277,-0.631612,999,,,,,,,157.4,1.896385542,157.4,1.896385542,,,,,,,,,,,,,,,,,,,"Sebastian Rivero","21735",665861
"Adrian De Leon","ARI",83,328,284,45,31,11,0,3,25,25,29,1,118,9,3,3,12,1,1,0.158451,0.0884146,0.359756,0.245763,0.255385,0.228873,0.225618,0.484258,0.0704225,2.22912,0.253012,,-0.658431,15.4708,-23.2849,39.1565,-0.658431,1.2,-24.311198353767395,7.225867033004761,-0.63188,999,,,,,,,141.2,1.701204819,141.2,1.701204819,,,,,,,,,,,,,,,,,,,"Adrian De Leon","sa3015864",700369
"Nick Pratto","TEX",119,455,403,80,51,17,1,11,47,46,42,0,165,5,3,2,6,7,1,0.198511,0.0923077,0.362637,0.254545,0.280353,0.327543,0.27138,0.607897,0.129032,4.68417,0.3,,0.343519,38.3664,-15.3954,72.8929,0.343519,0.7,-14.193235993385315,-7.6590536236763,-0.633008,999,,,,,,,354.9,2.982352941,354.9,2.982352941,,,,,,,,,,,,,,,,,,,"Nick Pratto","22117",668472
"Drew Bowser","CHC",88,327,294,53,35,12,1,5,33,29,28,0,133,4,1,0,8,6,2,0.180272,0.0856269,0.406728,0.210526,0.259939,0.278912,0.244433,0.53885,0.0986395,5.18137,0.305732,,-0.0613468,20.4189,-18.2187,54.8219,-0.0613468,-0.7,-17.570706166327,0.5014991164207458,-0.633633,999,,,,,,,192.1,2.182954545,192.1,2.182954545,,,,,,,,,,,,,,,,,,,"Drew Bowser","sa3022594",690958
"Tyler McDonough","BOS",102,387,354,80,58,15,3,4,38,34,27,0,115,3,2,1,7,9,4,0.225989,0.0697674,0.297158,0.234783,0.284974,0.319209,0.268649,0.604183,0.0932203,5.45642,0.320675,,-0.419017,31.7742,-13.9528,65.4097,-0.419017,-7.6,-16.19649863243103,-3.3341269493103027,-0.635006,999,,,,,,,288.1,2.824509803,288.1,2.824509803,,,,,,,,,,,,,,,,,,,"Tyler McDonough","sa3016869",694812
"Ben McCabe","COL",52,183,162,26,17,9,0,0,11,18,8,0,76,11,1,1,3,1,1,0.160494,0.0437158,0.415301,0.105263,0.247253,0.216049,0.21838,0.463302,0.0555556,2.72281,0.298851,,-0.447178,7.55621,-14.0667,21.5297,-0.447178,1.8,-17.466817557811737,5.161992788314819,-0.6362,999,,,,,,,65.8,1.265384615,65.8,1.265384615,,,,,,,,,,,,,,,,,,,"Ben McCabe","sa3022601",701100
"Diego Hernandez",,82,330,306,70,54,9,3,4,32,30,12,0,95,2,2,8,3,7,5,0.228758,0.0363636,0.287879,0.126316,0.26087,0.316993,0.2533,0.577863,0.0882353,5.62016,0.315789,,-1.0965,22.9819,-16.0101,56.0159,-1.0965,-0.6,-18.203821182250977,0.6125220060348511,-0.637373,999,,,,,,,208.1,2.537804878,208.1,2.537804878,,,,,,,,,,,,,,,,,,,"Diego Hernandez","sa3005759",678746
"Wade Stauss",,29,96,82,12,10,2,0,0,5,7,8,0,45,5,0,1,1,0,0,0.146341,0.0833333,0.46875,0.177778,0.263158,0.170732,0.215487,0.43389,0.0243902,1.08036,0.324324,,-0.151839,3.73842,-7.60472,35.3488,-0.151839,-3.7,-7.507839888334274,-1.9363316297531128,-0.639575,999,,,,,,,30,1.034482758,30,1.034482758,,,,,,,,,,,,,,,,,,,"Wade Stauss","sa3017000",702328
"Jacob Buchberger",,103,404,371,79,60,11,2,6,43,36,30,1,106,2,1,0,8,7,3,0.212938,0.0742574,0.262376,0.283019,0.274752,0.301887,0.257088,0.576639,0.0889488,4.87587,0.280769,,-0.429304,29.3781,-18.3576,63.8469,-0.429304,2.5,-17.74025934934616,-1.9532628059387207,-0.640107,999,,,,,,,272,2.640776699,272,2.640776699,,,,,,,,,,,,,,,,,,,"Jacob Buchberger","sa3014987",689750
"Samuel Zavala","CHW",124,505,447,90,65,16,1,8,53,45,48,0,133,4,2,4,5,8,4,0.201342,0.0950495,0.263366,0.360902,0.283433,0.295302,0.262179,0.578735,0.0939597,4.14362,0.266234,,-0.810465,38.8097,-20.8599,64.8917,-0.810465,-3.8,-21.706991493701935,-1.9444737434387207,-0.64096,999,,,,,,,344.3,2.776612903,344.3,2.776612903,,,,,,,,,,,,,,,,,,,"Samuel Zavala","sa3015718",694214
"Justin Janas",,100,395,360,84,66,13,2,3,35,40,19,0,83,14,2,0,5,5,2,0.233333,0.0481013,0.210127,0.228916,0.296203,0.305556,0.271,0.601758,0.0722222,4.40421,0.293478,,-0.4726,33.1852,-13.487,70.7582,-0.4726,-0.9,-14.1623415350914,-5.254056334495544,-0.642381,999,,,,,,,290.6,2.906,290.6,2.906,,,,,,,,,,,,,,,,,,,"Justin Janas","sa3019903",805332
"Jay Harry","TOR",103,391,358,69,48,13,1,7,37,39,25,1,98,6,2,0,5,5,3,0.192737,0.0639386,0.250639,0.255102,0.255754,0.293296,0.244631,0.549051,0.100559,4.23081,0.243137,,-0.743483,24.4782,-21.7215,53.6647,-0.743483,-2,-22.096591889858246,2.309964656829834,-0.647108,999,,,,,,,231.7,2.249514563,231.7,2.249514563,,,,,,,,,,,,,,,,,,,"Jay Harry","sa3022607",803385
"Drew Brutcher","HOU",107,432,394,85,62,18,2,3,41,35,34,0,139,2,2,0,7,1,1,0.215736,0.0787037,0.321759,0.244604,0.280093,0.294416,0.258056,0.574509,0.0786802,3.18222,0.322835,,-0.856481,31.7535,-19.2907,62.884,-0.856481,3.3,-19.754531741142273,-1.461904764175415,-0.648971,999,,,,,,,280.9,2.625233644,280.9,2.625233644,,,,,,,,,,,,,,,,,,,"Drew Brutcher","sa3067038",695046
"Daniel Vazquez","KCR",121,498,450,100,76,19,3,2,50,37,38,1,128,1,3,6,15,14,6,0.222222,0.0763052,0.257028,0.296875,0.28252,0.291111,0.256588,0.573631,0.0688889,5.52129,0.303406,,-0.409695,36.0114,-22.8311,58.2812,-0.409695,-4.1,-24.896562665700912,1.389418125152588,-0.650852,999,,,,,,,327.8,2.709090909,327.8,2.709090909,,,,,,,,,,,,,,,,,,,"Daniel Vazquez","sa3016143",694187
"Andy Lugo","MIN",91,348,323,72,47,19,2,4,33,34,18,0,91,5,2,0,5,8,2,0.22291,0.0517241,0.261494,0.197802,0.272988,0.331269,0.266196,0.604258,0.108359,5.59711,0.295652,,0.318848,27.8792,-13.2397,67.1583,0.318848,1.2,-13.151461094617844,-5.193298101425171,-0.651056,999,,,,,,,262.9,2.889010989,262.9,2.889010989,,,,,,,,,,,,,,,,,,,"Andy Lugo","sa3018400",702889
"Phillip Sikes",,97,372,335,66,42,16,1,7,41,39,26,1,130,8,3,0,2,10,4,0.197015,0.0698925,0.349462,0.2,0.268817,0.313433,0.25877,0.58225,0.116418,5.47888,0.293532,,-0.133195,27.5589,-16.3958,58.6044,-0.133195,3.2,-18.28291216492653,-0.900529146194458,-0.652322,999,,,,,,,262.3,2.704123711,262.3,2.704123711,,,,,,,,,,,,,,,,,,,"Phillip Sikes","sa3017113",689651
"Davis Diaz","ATH",97,415,370,72,55,14,2,1,34,32,34,0,83,8,3,0,10,4,3,0.194595,0.0819277,0.2,0.409639,0.274699,0.251351,0.2423,0.52605,0.0567568,3.90598,0.245675,,-1.06891,25.1952,-23.8402,48.6358,-1.06891,-2.1,-26.19246482849121,5.524191856384277,-0.65277,999,,,,,,,219.8,2.265979381,219.8,2.265979381,,,,,,,,,,,,,,,,,,,"Davis Diaz","sa3025494",696286
"Tommy Hopfe","COL",108,432,383,85,60,17,1,7,38,46,26,1,85,15,4,4,6,9,6,0.221932,0.0601852,0.196759,0.305882,0.294393,0.326371,0.276803,0.620763,0.104439,4.01396,0.264407,,-1.31727,38.3288,-12.7153,61.551,-1.31727,5,-21.003541111946106,0.23809528350830078,-0.654496,999,,,,,,,337.1,3.121296296,337.1,3.121296296,,,,,,,,,,,,,,,,,,,"Tommy Hopfe","sa3025593",809101
"Josh Moylan","NYY",116,451,399,77,53,15,2,7,39,44,43,0,161,6,3,0,7,4,1,0.192982,0.0953437,0.356984,0.267081,0.279379,0.293233,0.259523,0.572612,0.100251,4.25773,0.299145,,-0.282888,33.6873,-19.6018,64.4477,-0.282888,5.5,-19.180907905101776,-2.785567283630371,-0.658781,999,,,,,,,304.7,2.626724137,304.7,2.626724137,,,,,,,,,,,,,,,,,,,"Josh Moylan","sa3022865",694742
"Cole Roberts",,38,121,107,20,18,2,0,0,11,7,10,0,26,0,1,3,2,2,1,0.186916,0.0826446,0.214876,0.384615,0.254237,0.205607,0.214424,0.459845,0.0186916,3.78809,0.243902,,-0.194364,4.60756,-9.68952,31.4886,-0.194364,-0.9,-10.019591927528381,-0.45540857315063477,-0.659968,999,,,,,,,41.8,1.1,41.8,1.1,,,,,,,,,,,,,,,,,,,"Cole Roberts","sa3022403",689731
"Jay Beshears","MIA",88,344,312,61,41,15,1,4,32,31,25,0,95,5,2,0,5,3,2,0.195513,0.0726744,0.276163,0.263158,0.264535,0.288462,0.248809,0.552996,0.0929487,3.86049,0.265116,,-0.687753,22.7025,-17.9438,54.686,-0.687753,0,-19.16278439760208,1.2639623880386353,-0.660663,999,,,,,,,206.5,2.346590909,206.5,2.346590909,,,,,,,,,,,,,,,,,,,"Jay Beshears","sa3022485",810891
"Colin Barber",,95,369,334,68,45,14,2,7,33,35,26,0,119,6,3,0,4,3,2,0.203593,0.0704607,0.322493,0.218487,0.271003,0.320359,0.262814,0.591362,0.116766,4.04401,0.2891,,-0.727364,28.5483,-15.0519,66.1617,-0.727364,0.3,-15.443952560424805,-3.767460525035858,-0.665752,999,,,,,,,260.7,2.744210526,260.7,2.744210526,,,,,,,,,,,,,,,,,,,"Colin Barber","sa3010696",683145
"Eric Brown Jr.","MIL",79,321,292,55,42,10,0,3,31,25,22,0,85,5,2,0,4,10,4,0.188356,0.0685358,0.264798,0.258824,0.255452,0.253425,0.232139,0.508876,0.0650685,4.68018,0.252427,,-0.0935848,16.8402,-21.0884,45.3626,-0.0935848,2.5,-20.880480535328388,3.6794532537460327,-0.667538,999,,,,,,,162,2.050632911,162,2.050632911,,,,,,,,,,,,,,,,,,,"Eric Brown Jr.","sa3019923",687521
"Patrick Clohisy","ATL",133,552,506,117,91,18,3,5,57,49,35,0,125,8,3,0,4,37,11,0.231225,0.0634058,0.226449,0.28,0.289855,0.3083,0.267671,0.598155,0.0770751,6.44194,0.295515,,2.01069,44.8831,-20.3399,68.4774,2.01069,-8.3,-18.612508535385132,-6.2717814445495605,-0.667553,999,,,,,,,434,3.263157894,434,3.263157894,,,,,,,,,,,,,,,,,,,"Patrick Clohisy","sa3025223",802117
"Cade Bunnell",,93,343,304,53,34,11,1,7,26,31,36,0,155,2,1,0,4,3,1,0.174342,0.104956,0.451895,0.232258,0.265306,0.286184,0.250605,0.55149,0.111842,3.62317,0.321678,,-0.284838,23.1367,-17.3914,56.7866,-0.284838,6.2,-17.852209240198135,-0.1014404296875,-0.669676,999,,,,,,,213.1,2.291397849,213.1,2.291397849,,,,,,,,,,,,,,,,,,,"Cade Bunnell","sa3010702",685298
"Blake Wright","COL",121,507,461,112,82,22,2,6,48,47,26,0,95,5,5,10,14,5,4,0.24295,0.0512821,0.187377,0.273684,0.287726,0.338395,0.275418,0.626121,0.0954447,3.6706,0.290411,,-1.38406,44.4133,-15.4927,60.6026,-1.38406,-0.3,-25.057953357696533,1.5628747344017029,-0.678552,999,,,,,,,389.1,3.215702479,389.1,3.215702479,,,,,,,,,,,,,,,,,,,"Blake Wright","sa3025525",694543
"Wilber Sanchez",,75,272,248,43,32,7,1,3,24,20,19,0,87,3,1,1,6,8,4,0.173387,0.0698529,0.319853,0.218391,0.239852,0.245968,0.221411,0.48582,0.0725806,5.41633,0.251572,,-0.39456,11.9003,-20.2386,36.8081,-0.39456,1.6,-20.652852833271027,4.598236441612244,-0.684458,999,,,,,,,117,1.56,117,1.56,,,,,,,,,,,,,,,,,,,"Wilber Sanchez","sa3008941",684712
"DJ Stewart",,86,292,253,48,30,10,0,8,28,29,31,0,87,7,1,0,4,2,1,0.189723,0.106164,0.297945,0.356322,0.294521,0.324111,0.280078,0.618631,0.134387,2.6279,0.251572,,-0.458431,26.684,-7.81804,75.5642,-0.458431,0,-8.915188729763031,-7.510288238525391,-0.686874,999,,,,,,,235,2.732558139,235,2.732558139,,,,,,,,,,,,,,,,,,,"DJ Stewart","17766",621466
"Eduardo Lopez",,58,238,217,41,27,8,1,5,24,23,18,0,74,1,2,0,2,3,1,0.18894,0.0756303,0.310924,0.243243,0.252101,0.304147,0.246978,0.556248,0.115207,4.73036,0.257143,,-0.113194,15.3533,-12.7682,53.1629,-0.113194,1.3,-13.324981555342674,-1.3234567642211914,-0.68882,999,,,,,,,148.4,2.558620689,148.4,2.558620689,,,,,,,,,,,,,,,,,,,"Eduardo Lopez","sa3009275",682637
"Kai Murphy","SDP",111,421,375,76,57,15,1,3,41,35,35,0,107,6,2,3,8,6,5,0.202667,0.0831354,0.254157,0.327103,0.279904,0.272,0.251934,0.551904,0.0693333,3.85588,0.273408,,-1.49455,28.8525,-20.8918,61.9068,-1.49455,4.4,-20.50197982788086,-0.24065256118774414,-0.689595,999,,,,,,,248.4,2.237837837,248.4,2.237837837,,,,,,,,,,,,,,,,,,,"Kai Murphy","sa3019857",687625
"Justin Boyd",,30,108,96,15,11,4,0,0,10,7,9,0,47,1,0,2,1,1,0,0.15625,0.0833333,0.435185,0.191489,0.235849,0.197917,0.204338,0.433766,0.0416667,4.18484,0.306122,,0.0613648,3.22811,-9.53292,26.4893,0.0613648,0,-9.295853905379772,-1.1904761791229248,-0.692449,999,,,,,,,31.5,1.05,31.5,1.05,,,,,,,,,,,,,,,,,,,"Justin Boyd","sa3020123",687628
"Matt Coutney","LAA",116,469,424,91,59,19,2,11,43,53,33,1,156,7,3,2,6,2,1,0.214623,0.0703625,0.332623,0.211538,0.280514,0.346698,0.275992,0.627212,0.132075,3.35427,0.307692,,-0.656481,41.303,-14.1129,73.4863,-0.656481,1,-15.31246817111969,-7.616254806518555,-0.693826,999,,,,,,,376.5,3.245689655,376.5,3.245689655,,,,,,,,,,,,,,,,,,,"Matt Coutney","sa3020413",671925
"Frederick Bencosme","BAL",102,411,372,76,58,12,1,5,39,32,27,0,77,3,2,7,4,9,3,0.204301,0.0656934,0.187348,0.350649,0.262376,0.282258,0.244582,0.544634,0.077957,4.67643,0.243151,,-0.00949928,25.7138,-22.849,54.4716,-0.00949928,-0.4,-22.063986510038376,1.1101411283016205,-0.696078,999,,,,,,,239.8,2.350980392,239.8,2.350980392,,,,,,,,,,,,,,,,,,,"Frederick Bencosme","sa3016779",695930
"Kris Bryant","COL",60,247,219,50,36,9,0,5,25,20,22,0,63,5,1,0,6,0,0,0.22831,0.0890688,0.255061,0.349206,0.311741,0.3379,0.291681,0.64964,0.109589,1.38353,0.296053,,-0.415906,24.8985,-4.28644,71.7429,-0.415906,0,-8.688075572252274,-6.352880477905273,-0.698353,999,,,,,,,215.1,3.585,215.1,3.585,,,,,,,,,,,,,,,,,,,"Kris Bryant","15429",592178
"Bennett Hostetler","MIA",71,260,233,45,32,10,0,3,23,26,17,0,80,7,2,1,7,6,1,0.193133,0.0653846,0.307692,0.2125,0.266409,0.274678,0.245868,0.541087,0.0815451,4.48139,0.276316,,0.420789,16.538,-14.183,52.6713,0.420789,-6.1,-14.163722813129425,-1.3233981132507324,-0.699763,999,,,,,,,156.8,2.208450704,156.8,2.208450704,,,,,,,,,,,,,,,,,,,"Bennett Hostetler","sa3017120",702315
"Carter Trice","CHC",98,375,331,59,33,13,1,12,40,43,39,0,140,4,1,0,4,8,4,0.178248,0.104,0.373333,0.278571,0.272,0.332326,0.270093,0.604326,0.154079,4.63318,0.261111,,-0.539797,31.2287,-13.0804,72.3999,-0.539797,-7.9,-12.80674809217453,-6.522134184837341,-0.701485,999,,,,,,,288.6,2.944897959,288.6,2.944897959,,,,,,,,,,,,,,,,,,,"Carter Trice","sa3022661",807714
"Albert Fabian","SDP",78,321,294,62,39,13,1,9,32,37,20,0,86,5,2,0,7,1,2,0.210884,0.0623053,0.267913,0.232558,0.271028,0.353741,0.274302,0.62477,0.142857,2.89951,0.263682,,-1.04154,27.8288,-10.0998,77.2296,-1.04154,-4.3,-9.704560041427612,-7.838360071182251,-0.702518,999,,,,,,,252.5,3.237179487,252.5,3.237179487,,,,,,,,,,,,,,,,,,,"Albert Fabian","sa3008888",683546
"Sam Brown","WSN",133,516,463,105,73,21,4,7,44,52,39,1,111,8,5,1,14,2,1,0.226782,0.0755814,0.215116,0.351351,0.295146,0.334773,0.278911,0.629919,0.107991,3.68627,0.28,,-0.795117,46.6651,-14.3043,76.6685,-0.795117,0.5,-15.063879191875458,-8.979718208312988,-0.704046,999,,,,,,,416.5,3.131578947,416.5,3.131578947,,,,,,,,,,,,,,,,,,,"Sam Brown","sa3023367",694848
"Joe Olsavsky","ATL",90,314,275,53,41,7,3,2,26,31,23,0,83,16,0,0,7,3,1,0.192727,0.0732484,0.264331,0.277108,0.292994,0.261818,0.258698,0.554812,0.0690909,5.02662,0.268421,,-0.337651,23.2438,-13.8577,62.3307,-0.337651,2.8,-14.356459617614746,-2.968665361404419,-0.704055,999,,,,,,,197.9,2.198888888,197.9,2.198888888,,,,,,,,,,,,,,,,,,,"Joe Olsavsky","sa3023289",815586
"Hogan Windish","SEA",100,407,365,69,43,16,1,9,43,44,32,1,155,8,2,0,11,6,1,0.189041,0.0786241,0.380835,0.206452,0.267813,0.312329,0.258891,0.580142,0.123288,4.94551,0.295566,,0.249145,30.1919,-17.8983,69.4155,0.249145,1,-14.42215645313263,-6.477219104766846,-0.704595,999,,,,,,,286.7,2.867,286.7,2.867,,,,,,,,,,,,,,,,,,,"Hogan Windish","sa3019805",702112
"Emaarion Boyd","MIA",106,389,346,75,57,13,3,2,44,35,24,0,88,11,3,5,7,25,11,0.216763,0.0616967,0.226221,0.272727,0.286458,0.289017,0.260264,0.575476,0.0722543,7.28554,0.281853,,-0.112044,29.2901,-16.6732,62.533,-0.112044,-3.9,-17.3860427364707,-2.470693826675415,-0.70785,999,,,,,,,269.3,2.540566037,269.3,2.540566037,,,,,,,,,,,,,,,,,,,"Emaarion Boyd","sa3020281",702708
"Jacob Sharp","TOR",70,242,217,39,29,7,0,3,20,24,14,0,64,8,1,2,4,1,1,0.179724,0.0578512,0.264463,0.21875,0.254167,0.253456,0.233019,0.507623,0.0737327,2.56118,0.238411,,-0.546203,12.8686,-15.7256,45.6656,-0.546203,-3.7,-16.04375559091568,0.7459142208099365,-0.712707,999,,,,,,,115,1.642857142,115,1.642857142,,,,,,,,,,,,,,,,,,,"Jacob Sharp","sa3022489",814435
"Ben Newton","ATH",62,233,209,44,32,9,2,1,18,20,12,0,88,4,2,6,2,1,2,0.210526,0.0515021,0.377682,0.136364,0.264317,0.287081,0.246245,0.551399,0.076555,4.23938,0.352459,,-0.935915,14.892,-12.6388,51.3532,-0.935915,-1.6,-14.295180320739746,-0.7438859939575195,-0.717934,999,,,,,,,128.6,2.074193548,128.6,2.074193548,,,,,,,,,,,,,,,,,,,"Ben Newton","sa3067265",809091
