Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Oneil Cruz","PIT",141,569,497,120,68,23,4,25,77,75,63,4,172,4,5,0,7,32,5,0.241449,0.110721,0.302285,0.366279,0.328647,0.454728,0.335854,0.783375,0.21328,7.07249,0.311475,,3.48759,77.7643,10.5326,113.773,3.48759,-2.2,12.775579929351807,-0.10931801795959473,3.23219,92.93000030517578,,,,,,,747.3,5.3,747.3,5.3,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Trent Grisham","NYY",146,529,450,99,56,17,1,25,71,69,70,0,132,5,2,2,7,6,2,0.22,0.132325,0.249527,0.530303,0.330171,0.428889,0.33251,0.75906,0.208889,3.82154,0.250847,,-0.483854,70.8612,8.35578,114.726,-0.483854,2.4,8.697406142950058,4.343709707260132,3.19769,253.82000732421875,,,,,,,625.2,4.28219178,625.2,4.28219178,,,,,,,,,,,,,,,,,,,"Trent Grisham","18564",663757
"Seiya Suzuki","CHC",143,603,529,138,80,27,4,27,75,89,65,2,151,3,6,0,10,7,4,0.26087,0.107794,0.250415,0.430464,0.341625,0.480151,0.351868,0.821776,0.219282,4.33977,0.310924,,-1.20191,90.251,19.0019,128.418,-1.20191,-1.8,19.108036160469055,-8.4468252658844,3.14275,113.43000030517578,,,,,,,804.8,5.627972027,804.8,5.627972027,,,,,,,,,,,,,,,,,,,"Seiya Suzuki","30116",673548
"Alex Bregman","CHC",132,571,494,120,75,25,1,19,72,71,64,2,82,8,5,0,14,2,1,0.242915,0.112084,0.143608,0.780488,0.336252,0.412955,0.327635,0.749208,0.17004,2.91976,0.253769,,-0.96676,74.2272,6.75911,111.818,-0.96676,2.1,7.030951082706451,4.198030471801758,3.09194,119.16999816894531,,,,,,,651.8,4.937878787,651.8,4.937878787,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Matt Olson","ATL",152,656,570,142,79,33,1,29,84,90,77,4,159,5,4,0,14,1,0,0.249123,0.117378,0.242378,0.484277,0.341463,0.463158,0.346292,0.804621,0.214035,2.44319,0.292746,,-0.836463,95.2139,17.7025,122.336,-0.836463,3.9,16.52939134836197,-8.151733875274658,3.08947,48.0099983215332,,,,,,,847.1,5.573026315,847.1,5.573026315,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Xander Bogaerts","SDP",131,536,481,128,91,25,1,11,60,54,44,2,98,5,6,0,13,14,2,0.266112,0.0820896,0.182836,0.44898,0.330224,0.390852,0.315069,0.721076,0.12474,4.75445,0.309524,,1.06993,64.2088,0.87631,105.156,1.06993,2.1,4.345410585403442,8.008289337158203,3.08791,237.1999969482422,,,,,,,585.4,4.46870229,585.4,4.46870229,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Isaac Paredes","HOU",135,540,462,110,66,21,1,22,60,74,62,0,94,13,3,0,12,0,1,0.238095,0.114815,0.174074,0.659574,0.342593,0.430736,0.339257,0.773329,0.192641,1.77401,0.252149,,-1.34035,75.2926,11.4875,118.82,-1.34035,-1.2,10.637864708900452,0.784126877784729,3.07078,243.60000610351562,,,,,,,649.6,4.811851851,649.6,4.811851851,,,,,,,,,,,,,,,,,,,"Isaac Paredes","20036",670623
"Rafael Devers","SFG",152,663,572,146,82,33,1,30,89,92,81,11,160,6,4,0,15,2,1,0.255245,0.122172,0.241327,0.50625,0.351433,0.473776,0.351403,0.825209,0.218531,2.70689,0.300518,,-1.05258,98.9812,20.6426,128.701,-1.05258,-1.5,21.50055682659149,-13.68033504486084,3.05625,61.619998931884766,,,,,,,891,5.861842105,891,5.861842105,,,,,,,,,,,,,,,,,,,"Rafael Devers","17350",646240
"Brendan Donovan","SEA",138,555,487,129,91,26,1,11,66,58,52,2,82,11,4,1,7,4,3,0.264887,0.0936937,0.147748,0.634146,0.34657,0.390144,0.324935,0.736714,0.125257,3.20115,0.296482,,-1.43201,70.9309,5.35334,114.911,-1.43201,0.3,8.321815848350525,2.3392415642738342,3.04577,268.5799865722656,,,,,,,608.1,4.406521739,608.1,4.406521739,,,,,,,,,,,,,,,,,,,"Brendan Donovan","24679",680977
"Andrés Giménez","TOR",135,521,467,118,84,21,2,11,60,60,30,2,90,17,4,3,9,19,4,0.252677,0.0575816,0.172745,0.333333,0.318533,0.376874,0.305491,0.695406,0.124197,5.67955,0.289189,,1.31031,58.3604,-3.19975,95.5886,1.31031,7.1,-1.398544192314148,12.842945098876953,3.00615,412.2200012207031,,,,,,,535.4,3.965925925,535.4,3.965925925,,,,,,,,,,,,,,,,,,,"Andres Gimenez","19950",665926
"Michael Busch","CHC",147,586,515,131,74,27,3,27,82,86,59,2,144,9,3,0,6,4,0,0.254369,0.100683,0.245734,0.409722,0.33959,0.475728,0.350648,0.815319,0.221359,4.55074,0.299712,,-0.124234,87.1263,17.8859,127.583,-0.124234,1.6,19.0327575430274,-9.165726065635681,3.00364,106.45999908447266,,,,,,,779.4,5.302040816,779.4,5.302040816,,,,,,,,,,,,,,,,,,,"Michael Busch","26319",683737
"Marcus Semien","NYM",133,582,519,125,84,22,2,17,80,70,54,1,96,4,5,0,6,8,2,0.240848,0.0927835,0.164948,0.5625,0.314433,0.38921,0.308102,0.703643,0.148362,4.76591,0.262774,,-0.149871,66.4272,-2.34056,99.9459,-0.149871,7.9,-0.18721697479486465,10.038448095321655,2.98841,266.25,,,,,,,599.6,4.508270676,599.6,4.508270676,,,,,,,,,,,,,,,,,,,"Marcus Semien","12533",543760
"Matt Wallner","MIN",129,508,436,105,52,25,3,25,65,72,56,1,159,14,2,0,5,5,2,0.240826,0.110236,0.312992,0.352201,0.344488,0.483945,0.357032,0.828433,0.243119,4.53893,0.314961,,-0.617837,78.1624,18.1383,129.732,-0.617837,0.1,17.183865249156952,-5.499647043645382,2.98489,340.5899963378906,,,,,,,690.5,5.352713178,690.5,5.352713178,,,,,,,,,,,,,,,,,,,"Matt Wallner","26466",670242
"Bryson Stott","PHI",148,570,507,132,94,22,3,13,70,63,52,1,94,3,6,2,6,23,4,0.260355,0.0912281,0.164912,0.553191,0.329225,0.392505,0.31598,0.72173,0.13215,5.83519,0.293103,,1.98488,68.7036,1.35373,100.431,1.98488,5.7,2.276257663965225,7.794356107711792,2.97002,181.44000244140625,,,,,,,632.8,4.275675675,632.8,4.275675675,,,,,,,,,,,,,,,,,,,"Bryson Stott","26294",681082
"Ian Happ","CHC",150,637,551,135,79,33,1,22,80,80,77,2,150,5,4,0,9,8,3,0.245009,0.120879,0.235479,0.513333,0.340659,0.428312,0.335282,0.768972,0.183303,3.76544,0.295039,,-0.678218,86.7617,11.4952,117.056,-0.678218,2.6,12.198756873607635,-4.421605110168457,2.96337,184.86000061035156,,,,,,,766,5.106666666,766,5.106666666,,,,,,,,,,,,,,,,,,,"Ian Happ","17919",664023
"Josh Naylor","SEA",144,585,526,145,95,29,0,21,68,90,48,6,84,5,6,0,16,18,2,0.275665,0.0820513,0.14359,0.571429,0.338462,0.45057,0.337778,0.789032,0.174905,4.31877,0.290398,,1.84353,80.8648,11.7425,123.758,1.84353,1.1,18.224369883537292,-9.647354483604431,2.93822,67.45999908447266,,,,,,,755.1,5.24375,755.1,5.24375,,,,,,,,,,,,,,,,,,,"Josh Naylor","18839",647304
"Jordan Westburg","BAL",112,466,430,110,66,23,2,19,67,64,29,0,107,6,1,0,7,4,2,0.255814,0.0622318,0.229614,0.271028,0.311159,0.451163,0.328968,0.762322,0.195349,4.53996,0.298361,,-0.685804,61.0822,6.02071,112.602,-0.685804,4.7,6.235718369483948,6.4122278690338135,2.93555,646.8400268554688,,,,,,,549.7,4.908035714,549.7,4.908035714,,,,,,,,,,,,,,,,,,,"Jordan Westburg","27815",676059
"Dillon Dingler","DET",111,429,392,95,60,20,2,13,48,60,28,1,110,7,2,0,10,1,1,0.242347,0.0652681,0.25641,0.254545,0.30303,0.403061,0.306925,0.706092,0.160714,3.14687,0.302583,,-0.830075,48.5546,-2.13509,95.7223,-0.830075,9,-2.992991864681244,16.881393432617188,2.93213,254.6199951171875,,,,,,,435.7,3.925225225,435.7,3.925225225,,,,,,,,,,,,,,,,,,,"Dillon Dingler","27464",693307
"Gleyber Torres","DET",149,630,548,142,99,25,1,17,79,69,71,1,112,4,6,1,11,6,3,0.259124,0.112698,0.177778,0.633929,0.344992,0.40146,0.328296,0.746452,0.142336,3.47195,0.294118,,-1.17064,82.2351,7.79578,110.444,-1.17064,-2,6.584279298782349,0.31481480598449707,2.92506,261.510009765625,,,,,,,713.2,4.786577181,713.2,4.786577181,,,,,,,,,,,,,,,,,,,"Gleyber Torres","16997",650402
"Brandon Nimmo","TEX",143,619,544,136,87,26,3,20,78,72,59,1,137,11,4,1,7,8,1,0.25,0.095315,0.221325,0.430657,0.333333,0.419118,0.328804,0.752451,0.169118,4.75296,0.296675,,0.160621,81.0546,7.91498,112.45,0.160621,4.8,9.243747562170029,-2.0231919288635254,2.9192,145.4600067138672,,,,,,,720.5,5.038461538,720.5,5.038461538,,,,,,,,,,,,,,,,,,,"Brandon Nimmo","12927",607043
"Andy Pages","LAD",149,589,536,138,84,29,2,23,73,81,36,0,132,10,6,1,9,9,4,0.257463,0.0611205,0.224109,0.272727,0.312925,0.447761,0.327505,0.760686,0.190299,4.37557,0.297158,,-0.696287,76.5052,6.9103,110.446,-0.696287,0.1,6.595951795578003,2.264168120920658,2.91083,133.4199981689453,,,,,,,692.4,4.646979865,692.4,4.646979865,,,,,,,,,,,,,,,,,,,"Andy Pages","24816",681624
"CJ Abrams","WSN",152,630,573,146,91,31,5,19,89,73,38,2,119,14,4,1,6,31,6,0.254799,0.0603175,0.188889,0.319328,0.314785,0.425829,0.32017,0.740614,0.17103,7.28928,0.289294,,2.81206,78.0788,3.63942,104.932,2.81206,-6.2,6.4948225021362305,0.7444448471069336,2.88452,65,,,,,,,739.7,4.866447368,739.7,4.866447368,,,,,,,,,,,,,,,,,,,"CJ Abrams","25768",682928
"Bryce Harper","PHI",128,550,476,129,75,31,0,23,73,77,66,7,119,4,4,0,11,9,3,0.271008,0.12,0.216364,0.554622,0.361818,0.481092,0.360105,0.842911,0.210084,3.4238,0.313609,,-0.339583,85.9968,21.0101,130.658,-0.339583,0.2,19.645438581705093,-9.904350087046623,2.86825,47.900001525878906,,,,,,,771.2,6.025,771.2,6.025,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Nick Kurtz","ATH",139,584,510,132,71,29,1,31,91,101,68,3,161,3,3,0,3,2,1,0.258824,0.116438,0.275685,0.42236,0.347603,0.501961,0.362847,0.849564,0.243137,3.12541,0.314642,,-0.92715,92.613,23.6089,131.676,-0.92715,-2.4,20.875782668590546,-13.12898302078247,2.84976,19.8700008392334,,,,,,,824.4,5.930935251,824.4,5.930935251,,,,,,,,,,,,,,,,,,,"Nick Kurtz","35110",701762
"Yainer Diaz","HOU",145,574,541,146,98,26,2,20,63,75,25,1,100,3,5,0,19,1,1,0.269871,0.043554,0.174216,0.25,0.303136,0.436229,0.317112,0.739365,0.166359,2.5852,0.295775,,-1.03473,69.713,1.89048,103.565,-1.03473,-4,1.3774034976959229,6.545267105102539,2.83252,113.04000091552734,,,,,,,634.5,4.375862068,634.5,4.375862068,,,,,,,,,,,,,,,,,,,"Yainer Diaz","23003",673237
"Xavier Edwards","MIA",132,566,506,143,114,21,4,4,68,49,49,1,77,2,4,5,6,26,6,0.282609,0.0865724,0.136042,0.636364,0.345811,0.363636,0.3143,0.709447,0.0810277,6.06922,0.324009,,1.66022,67.4495,0.572205,99.5499,1.66022,5.4,1.3582867681980133,7.479659080505371,2.83029,182.42999267578125,,,,,,,601.7,4.558333333,601.7,4.558333333,,,,,,,,,,,,,,,,,,,"Xavier Edwards","22266",669364
"JJ Wetherholt","STL",121,526,461,117,87,18,2,10,66,64,52,1,86,10,3,0,7,13,2,0.253796,0.0988593,0.163498,0.604651,0.340304,0.366594,0.314925,0.706899,0.112798,5.19685,0.290761,,0.803918,62.9496,0.798645,103.467,0.803918,5.2,2.9653186202049255,7.132686495780945,2.8231,999,,,,,,,556.9,4.602479338,556.9,4.602479338,,,,,,,,,,,,,,,,,,,"JJ Wetherholt","34985",802139
"Brett Baty","NYM",128,473,426,108,70,18,1,19,60,62,41,0,115,4,2,0,8,5,1,0.253521,0.0866808,0.243129,0.356522,0.323467,0.434272,0.329468,0.75774,0.180751,3.87357,0.302721,,-0.16871,62.1915,6.30295,114.582,-0.16871,1.9,8.00609576702118,3.6379482746124268,2.80092,292.9200134277344,,,,,,,557,4.3515625,557,4.3515625,,,,,,,,,,,,,,,,,,,"Brett Baty","26123",683146
"Kazuma Okamoto","TOR",118,495,434,109,63,25,0,21,56,80,50,6,94,8,3,0,8,1,1,0.251152,0.10101,0.189899,0.531915,0.337374,0.453917,0.33922,0.791291,0.202765,1.67001,0.273292,,-0.96871,69.0037,10.5156,118.824,-0.96871,-1.8,10.01327520608902,0.018783092498779297,2.77006,999,,,,,,,619.4,5.249152542,619.4,5.249152542,,,,,,,,,,,,,,,,,,,"Kazuma Okamoto","37123",672960
"Kyle Teel","CHW",124,508,446,111,79,19,1,12,66,55,55,0,132,4,2,1,6,7,2,0.248879,0.108268,0.259843,0.416667,0.335306,0.376682,0.316471,0.711987,0.127803,4.18775,0.325658,,-0.330066,61.4331,1.40902,102.292,-0.330066,-0.8,1.042161613702774,8.53274554014206,2.76908,266.8800048828125,,,,,,,533.9,4.305645161,533.9,4.305645161,,,,,,,,,,,,,,,,,,,"Kyle Teel","33549",691019
"James Wood","WSN",152,650,565,148,84,34,3,27,88,93,79,5,192,3,3,0,8,14,6,0.261947,0.121538,0.295385,0.411458,0.353846,0.476106,0.35626,0.829952,0.214159,4.90915,0.346705,,-0.719973,99.6033,22.8008,129.655,-0.719973,0,22.12553894519806,-16.718107223510742,2.76516,37.790000915527344,,,,,,,889.1,5.849342105,889.1,5.849342105,,,,,,,,,,,,,,,,,,,"James Wood","29518",695578
"Francisco Alvarez","NYM",119,443,392,91,53,16,1,21,53,65,43,1,121,6,2,0,13,1,0,0.232143,0.0970655,0.273138,0.355372,0.316027,0.438776,0.327023,0.754803,0.206633,2.86547,0.277778,,-0.466769,57.3679,5.02406,112.908,-0.466769,-2.3,6.3104234635829926,5.838594675064087,2.7505,165.25,,,,,,,516,4.336134453,516,4.336134453,,,,,,,,,,,,,,,,,,,"Francisco Alvarez","26121",682626
"Taylor Ward","BAL",143,595,519,128,75,26,2,25,74,81,65,0,144,5,6,0,10,5,2,0.246628,0.109244,0.242017,0.451389,0.332773,0.44894,0.338475,0.781713,0.202312,3.60664,0.289326,,-0.776277,82.5837,12.2799,119.151,-0.776277,0.3,12.653775334358215,-6.25864189863205,2.75021,148.42999267578125,,,,,,,733.5,5.129370629,733.5,5.129370629,,,,,,,,,,,,,,,,,,,"Taylor Ward","17548",621493
"Ernie Clement","TOR",146,505,471,129,91,26,3,9,63,56,21,1,50,4,4,5,10,6,3,0.273885,0.0415842,0.0990099,0.42,0.308,0.399151,0.305927,0.707151,0.125265,4.64336,0.288462,,-0.787745,56.747,-2.92263,95.8891,-0.787745,10.8,-3.234567880630493,12.655526399612427,2.74276,337.67999267578125,,,,,,,506.5,3.469178082,506.5,3.469178082,,,,,,,,,,,,,,,,,,,"Ernie Clement","20352",676391
"Jazz Chisholm Jr.","NYY",135,541,477,115,70,17,2,26,72,85,55,2,143,5,3,1,4,28,7,0.24109,0.101664,0.264325,0.384615,0.324074,0.448637,0.333555,0.772711,0.207547,5.97761,0.286174,,1.88836,72.9279,9.00455,115.446,1.88836,-5.7,11.737123250961304,-3.712198495864868,2.72674,19.520000457763672,,,,,,,685.7,5.079259259,685.7,5.079259259,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Daulton Varsho","TOR",122,459,417,95,50,19,3,23,64,71,34,1,113,4,3,1,4,7,3,0.227818,0.0740741,0.246187,0.300885,0.290393,0.453237,0.317787,0.74363,0.22542,5.55141,0.253521,,-0.402898,55.9977,1.76331,104.059,-0.402898,7.3,1.7928840816020966,8.986508131027222,2.71971,192.2100067138672,,,,,,,522.3,4.28114754,522.3,4.28114754,,,,,,,,,,,,,,,,,,,"Daulton Varsho","19918",662139
"Austin Wells","NYY",119,452,402,93,52,21,1,19,49,68,39,0,111,5,6,0,9,5,1,0.231343,0.0862832,0.245575,0.351351,0.303097,0.430348,0.316482,0.733446,0.199005,3.67134,0.266187,,-0.0432781,54.665,1.25767,103.685,-0.0432781,0.7,1.9197143763303757,9.003938853740692,2.70981,246.13999938964844,,,,,,,502.7,4.224369747,502.7,4.224369747,,,,,,,,,,,,,,,,,,,"Austin Wells","27562",669224
"Jakob Marsee","MIA",148,644,550,130,82,27,6,15,80,75,75,0,131,8,3,8,6,37,13,0.236364,0.11646,0.203416,0.572519,0.334906,0.389091,0.320546,0.723997,0.152727,6.77521,0.282555,,0.986999,80.0101,3.91655,103.828,0.986999,-1.5,3.90894091129303,0.8662550449371338,2.68005,137.0800018310547,,,,,,,714.4,4.827027027,714.4,4.827027027,,,,,,,,,,,,,,,,,,,"Jakob Marsee","31370",805300
"Brenton Doyle","COL",136,524,483,120,77,22,4,17,66,63,32,0,141,3,4,2,11,18,3,0.248447,0.0610687,0.269084,0.22695,0.296935,0.416149,0.307961,0.713084,0.167702,6.51369,0.31307,,1.63206,59.7473,-2.16732,82.8953,1.63206,15.8,-8.99081563949585,17.725338220596313,2.67679,166.25,,,,,,,566.2,4.163235294,566.2,4.163235294,,,,,,,,,,,,,,,,,,,"Brenton Doyle","25479",686668
"Anthony Volpe","NYY",152,614,557,128,75,31,4,18,72,73,46,0,151,5,4,2,8,22,7,0.229803,0.0749186,0.245928,0.304636,0.292484,0.396768,0.299707,0.689252,0.166966,6.00311,0.280612,,0.701568,65.8948,-6.65406,92.1291,0.701568,3.2,-4.994372665882111,9.968077421188354,2.67171,641.989990234375,,,,,,,616.9,4.058552631,616.9,4.058552631,,,,,,,,,,,,,,,,,,,"Anthony Volpe","27647",683011
"J.P. Crawford","SEA",143,594,513,124,88,23,1,12,66,56,69,1,112,5,3,4,8,5,1,0.241715,0.116162,0.188552,0.616071,0.335593,0.360624,0.310886,0.696217,0.118908,3.5198,0.285714,,-0.472387,69.1397,-1.04597,105.233,-0.472387,-4.1,3.191339910030365,2.4476189613342285,2.66932,748.5399780273438,,,,,,,595.3,4.162937062,595.3,4.162937062,,,,,,,,,,,,,,,,,,,"J.P. Crawford","15491",641487
"Ezequiel Tovar","COL",135,558,518,138,85,32,4,17,68,66,29,0,138,3,4,4,10,7,4,0.266409,0.0519713,0.247312,0.210145,0.306859,0.442085,0.321768,0.748944,0.175676,4.90494,0.3297,,-1.01047,69.8792,3.94722,92.3535,-1.01047,7.3,-6.067442893981934,13.450793743133545,2.65425,209.22999572753906,,,,,,,628.3,4.654074074,628.3,4.654074074,,,,,,,,,,,,,,,,,,,"Ezequiel Tovar","24064",678662
"Kevin McGonigle","DET",97,405,354,88,50,22,3,13,57,56,43,0,53,2,5,1,6,7,4,0.248588,0.106173,0.130864,0.811321,0.329208,0.437853,0.331883,0.767061,0.189266,5.05342,0.255973,,-0.865228,54.0449,6.19099,112.915,-0.865228,2.2,5.2994964718818665,6.664285898208618,2.65067,999,,,,,,,479,4.938144329,479,4.938144329,,,,,,,,,,,,,,,,,,,"Kevin McGonigle","33572",805808
"Sean Murphy","ATL",96,367,320,71,40,15,0,16,40,46,36,1,100,9,2,0,10,0,0,0.221875,0.0980926,0.27248,0.36,0.316076,0.41875,0.3207,0.734826,0.196875,1.16621,0.26699,,-0.554541,45.6418,2.2779,104.804,-0.554541,5.4,1.5350303649902344,12.142357349395752,2.64825,746.0599975585938,,,,,,,406.5,4.234375,406.5,4.234375,,,,,,,,,,,,,,,,,,,"Sean Murphy","19352",669221
"Kyle Schwarber","PHI",150,666,556,123,61,20,1,41,96,105,99,5,192,8,3,0,6,6,2,0.221223,0.148649,0.288288,0.515625,0.345345,0.482014,0.355161,0.82736,0.260791,3.53092,0.251534,,-0.695108,101.461,22.768,127.271,-0.695108,0,20.83159339427948,-17.129629135131836,2.64511,24.690000534057617,,,,,,,908.7,6.058,908.7,6.058,,,,,,,,,,,,,,,,,,,"Kyle Schwarber","16478",656941
"Agustín Ramírez","MIA",150,635,577,141,83,34,1,23,85,81,47,2,129,7,4,0,15,15,3,0.244367,0.0740158,0.20315,0.364341,0.307087,0.426343,0.316623,0.73343,0.181976,5.12901,0.275058,,0.880222,76.8697,1.83954,101.141,0.880222,-8.7,1.73905611038208,2.9659318923950195,2.64224,86.8499984741211,,,,,,,715.2,4.768,715.2,4.768,,,,,,,,,,,,,,,,,,,"Agustin Ramirez","26546",682663
"Sal Frelick","MIL",138,571,516,141,105,22,5,9,73,61,44,1,76,6,3,2,7,17,5,0.273256,0.0770578,0.1331,0.578947,0.335677,0.387597,0.31782,0.723274,0.114341,5.98375,0.304147,,0.335756,69.6768,2.20879,104.056,0.335756,9.9,3.080920934677124,3.605907917022705,2.62722,216.39999389648438,,,,,,,618.8,4.484057971,618.8,4.484057971,,,,,,,,,,,,,,,,,,,"Sal Frelick","29622",686217
"J.T. Realmuto","PHI",123,494,447,114,74,23,3,14,57,56,35,1,118,9,3,0,9,8,2,0.255034,0.0708502,0.238866,0.29661,0.319838,0.41387,0.31923,0.733708,0.158837,5.01849,0.314465,,0.00856947,60.8465,2.47655,102.657,0.00856947,-1.5,1.564414257183671,7.575543403625488,2.61618,212.27000427246094,,,,,,,548.4,4.458536585,548.4,4.458536585,,,,,,,,,,,,,,,,,,,"J.T. Realmuto","11739",592663
"Ben Williamson","TBR",136,534,487,130,95,25,4,6,64,56,37,1,105,7,2,1,9,12,3,0.26694,0.0692884,0.196629,0.352381,0.326454,0.371663,0.307591,0.698117,0.104723,5.7855,0.328042,,0.260417,60.7272,-2.36906,95.5494,0.260417,7.6,-2.5407006442546844,9.562080979347229,2.59941,999,,,,,,,539.1,3.963970588,539.1,3.963970588,,,,,,,,,,,,,,,,,,,"Ben Williamson","33197",810938
"Matt Shaw","CHC",138,534,473,116,75,21,4,16,68,66,48,0,103,7,5,1,6,21,6,0.245243,0.0898876,0.192884,0.466019,0.320826,0.408034,0.318301,0.728859,0.162791,6.30578,0.278552,,0.884678,65.3707,2.27446,105.424,0.884678,1.3,4.317482352256775,3.262081027030945,2.59265,336.67999267578125,,,,,,,598.8,4.339130434,598.8,4.339130434,,,,,,,,,,,,,,,,,,,"Matt Shaw","33322",807713
"Caleb Durbin","BOS",126,503,442,115,76,28,2,9,67,58,36,0,50,18,3,4,9,21,6,0.260181,0.0715706,0.0994036,0.72,0.338677,0.393665,0.323681,0.732343,0.133484,6.0085,0.274611,,0.884678,63.7728,4.33947,103.319,0.884678,3.2,2.852568507194519,5.048177599906921,2.58018,219.8300018310547,,,,,,,564.3,4.478571428,564.3,4.478571428,,,,,,,,,,,,,,,,,,,"Caleb Durbin","29646",702332
"Jeff McNeil","ATH",130,495,439,122,81,27,3,11,55,54,40,2,58,10,4,2,5,4,1,0.277904,0.0808081,0.117172,0.689655,0.348884,0.428246,0.337965,0.77713,0.150342,4.17683,0.296791,,-0.461133,68.4992,10.0111,114.536,-0.461133,-1.7,8.019307792186737,0.11878299713134766,2.57628,440.5199890136719,,,,,,,597.8,4.598461538,597.8,4.598461538,,,,,,,,,,,,,,,,,,,"Jeff McNeil","15362",643446
"Michael Stefanic","ATH",114,440,383,108,86,17,1,4,46,47,43,0,47,10,3,1,11,4,4,0.281984,0.0977273,0.106818,0.914894,0.366743,0.362924,0.327701,0.729667,0.0809399,2.91051,0.310448,,-1.7557,57.2214,5.23197,107.465,-1.7557,6,2.1156437397003174,7.616696119308472,2.54566,999,,,,,,,469.8,4.121052631,469.8,4.121052631,,,,,,,,,,,,,,,,,,,"Michael Stefanic","25353",683021
"Jorge Polanco","NYM",121,481,424,107,66,19,0,22,57,69,48,1,96,3,4,2,8,4,2,0.252358,0.0997921,0.199584,0.5,0.329854,0.45283,0.337897,0.782684,0.200472,2.59708,0.274194,,-0.784829,66.5354,9.70155,120.357,-0.784829,-3.8,10.820232689380646,-2.032657265663147,2.53589,209.42999267578125,,,,,,,592.1,4.893388429,592.1,4.893388429,,,,,,,,,,,,,,,,,,,"Jorge Polanco","13152",593871
"Wilyer Abreu","BOS",122,460,404,99,57,22,1,19,61,65,50,3,115,2,4,0,6,7,3,0.24505,0.108696,0.25,0.434783,0.328261,0.445545,0.332777,0.773805,0.200495,4.01208,0.291971,,-0.528329,61.7181,7.36557,109.585,-0.528329,9.3,4.668400704860687,4.2294535636901855,2.53073,199.89999389648438,,,,,,,559.4,4.585245901,559.4,4.585245901,,,,,,,,,,,,,,,,,,,"Wilyer Abreu","23772",677800
"Jesus Rodriguez","SFG",124,520,472,130,101,20,3,6,58,51,40,1,83,5,3,0,10,13,6,0.275424,0.0769231,0.159615,0.481928,0.336538,0.368644,0.311597,0.705183,0.0932203,4.77943,0.321244,,-0.814347,60.8263,-0.615716,101.432,-0.814347,-2.3,0.06837445497512817,7.253203630447388,2.51862,999,,,,,,,530.4,4.277419354,530.4,4.277419354,,,,,,,,,,,,,,,,,,,"Jesus Rodriguez","26991",683679
"Otto Lopez","MIA",133,530,486,130,95,21,4,10,62,60,36,1,79,4,3,1,11,13,5,0.26749,0.0679245,0.149057,0.455696,0.321361,0.388889,0.310458,0.71025,0.121399,5.26789,0.3,,-0.332211,61.5061,-1.11747,96.918,-0.332211,3.3,-2.2682210505008698,9.142151594161987,2.50685,229.16000366210938,,,,,,,550.4,4.138345864,550.4,4.138345864,,,,,,,,,,,,,,,,,,,"Otto Lopez","19608",672640
"Alex Freeland","LAD",136,594,515,115,72,25,1,17,74,67,66,1,161,8,4,1,8,14,4,0.223301,0.111111,0.271044,0.409938,0.318718,0.374757,0.307055,0.693476,0.151456,4.74063,0.28739,,0.204688,67.2921,-2.89358,96.437,0.204688,0.5,-2.303719386458397,7.047618865966797,2.5067,999,,,,,,,604.4,4.444117647,604.4,4.444117647,,,,,,,,,,,,,,,,,,,"Alex Freeland","31665",690976
"Ben Rice","NYY",128,501,438,109,59,23,2,25,71,76,51,0,108,8,4,0,10,4,2,0.248858,0.101796,0.215569,0.472222,0.335329,0.481735,0.351306,0.817065,0.232877,4.08462,0.271845,,-0.798032,74.7561,15.5591,127.674,-0.798032,0.8,15.54281097650528,-8.40414446592331,2.49517,53.189998626708984,,,,,,,664.5,5.19140625,664.5,5.19140625,,,,,,,,,,,,,,,,,,,"Ben Rice","29576",700250
"Trevor Story","BOS",134,544,506,131,82,29,2,18,68,75,29,2,152,5,3,1,6,20,1,0.258893,0.0533088,0.279412,0.190789,0.303867,0.43083,0.315687,0.734697,0.171937,6.2832,0.333333,,2.83789,65.4401,1.16229,97.8124,2.83789,-1.8,1.4352866411209106,4.196472883224487,2.49246,111.33000183105469,,,,,,,629.5,4.697761194,629.5,4.697761194,,,,,,,,,,,,,,,,,,,"Trevor Story","12564",596115
